latitude,longitude,distance_chunk_km,payload_kg,hour_of_day,elevation_meters,slope_percentage,Sprit_Verbrauch_Ist_Liter
48.174944814261686,11.470991755508672,3.7849923994548664,12000,23,461.27689385455676,-0.08644780723472856,1.1857285199616232
48.24408571676919,11.463253298283966,1.330303980194202,40000,2,516.5470392973558,0.3092082689036433,0.49851367233448873
48.21783927301737,11.433469243375544,2.0598786246644876,24000,20,464.39649917219765,-2.439046852678741,0.5792771366115181
48.20183901810365,11.515380667319283,3.484762865860182,12000,6,474.42665151616245,-3.7662959915441165,0.8352073344825375
48.1487222368531,11.49055859049664,2.66940205036016,24000,15,486.25905600050885,-1.3679628512665176,0.8078698198191052
48.148719342440344,11.56448318854156,3.823569673857022,12000,16,458.8326546719086,-0.709167808778826,1.4178432738885063
48.13697003346019,11.406100820291591,4.825435555502868,12000,16,491.55030854092576,-4.474582209964979,1.425956527028892
48.23394113749299,11.522334906235473,1.0244600947183886,12000,18,462.78749646123134,0.6463984022740599,0.4473938859401395
48.20213380140919,11.544960286917197,3.693054723791274,12000,19,514.6357404166713,-4.979893332163204,0.7954918661078113
48.21496870933553,11.544302448145778,1.5365487003445153,12000,16,512.2073293529703,-3.4882704605982906,0.484373300778989
48.1324701393155,11.56835405374815,2.3651452733340617,12000,23,488.10977997213286,-3.5304040266363357,0.57802239316906
48.24638918225944,11.538516411137604,0.6478822660781292,12000,1,481.4633424287735,1.8755459449761798,0.3012935503717958
48.22989311689605,11.576283911713062,1.1115832203171452,40000,4,457.18213384911354,-0.14108264592243636,0.3859176250732943
48.1554806932814,11.46320475396597,1.9389978007200486,40000,15,507.63101386781517,3.360363091406999,1.1999081617607366
48.151818996064854,11.495609789182794,2.0389361237959323,40000,21,476.55590690531557,-2.351513558339866,0.6177359245346749
48.15200854118241,11.402675136023749,4.548133474079431,24000,10,467.2426823878309,-2.8942562086037036,1.2376147755479576
48.16650906915515,11.401321941587625,3.838158091699318,12000,21,519.6708613307189,3.028950906216526,2.13906719328968
48.19297077179587,11.445624057885789,4.874823356841685,40000,5,496.7808188628968,-0.5579591449460484,1.6517891294556615
48.181833402237054,11.419153367456426,3.1958217965085822,40000,10,455.1703825850224,-2.25769366428761,0.9742338963346103
48.164947496823764,11.449440159907793,1.587711794410931,40000,0,506.09069930337046,-0.8174020341153216,0.5297431510370182
48.20342234736669,11.433638225960395,1.974447634647393,12000,18,502.5281604858679,-0.7472647523593086,0.7306536368842221
48.14673926327825,11.405418804719343,1.939261654813852,12000,2,478.0840178931538,0.7210765795793055,0.7227359141433615
48.165057357824224,11.572767787817149,1.9692244744846321,24000,7,458.658248046267,-4.6233366983605215,0.6056020341899626
48.173963421195246,11.40156239496389,3.5283387790031706,24000,21,484.82114287741456,-2.520509616677865,0.9864875606035479
48.184728398106046,11.539855607424046,2.888635676406873,12000,17,503.432324099564,-0.3310591581133968,1.0929985495140944
48.224221115367165,11.42890809851471,2.2344088013898995,24000,12,455.3210326935978,0.4229306643713393,0.8129549043665868
48.153960853859004,11.573323628179924,1.1709039592792247,40000,0,461.4409003677622,-3.4124439427314357,0.32990350328047574
48.191708132609634,11.569631228522079,0.5996262332396566,24000,19,493.3248324280346,-3.063775718337627,0.16113425109952836
48.20108974826345,11.52424121781016,1.4847560491446168,40000,16,489.16813164009443,2.2760292191375333,0.8939453927322871
48.135574049526404,11.527724488462114,0.9836213178590657,24000,4,513.356137326509,2.8555716126535744,0.5492991239238314
48.202905382228174,11.401014436974242,4.034502638835077,40000,11,507.035452915341,-4.24857504667573,1.069258178850235
48.15046289484248,11.587125597561585,1.0062408101624842,24000,10,514.3180834411154,4.900800679702426,0.7265703190647097
48.137806191158234,11.566788194679404,3.759027067880763,24000,23,482.6171162421066,-0.6687614869135228,1.1902010817753692
48.2438662644704,11.570070182888717,2.235464103992372,12000,17,505.1460560246891,0.8575093872760542,1.014008196364432
48.245875843968946,11.525256462039666,0.8302027538469918,12000,7,453.4101731990904,0.9365086459843353,0.3818274247829088
48.227007681773976,11.465509516444362,4.157285222442136,40000,23,470.61442715520633,-1.539782391879462,1.3270235361840057
48.166553652300806,11.569793243327192,3.10833756606476,12000,21,495.0990711453521,0.44790610407308673,1.0905058028592063
48.14172065368077,11.455388216348727,1.5609268078860787,40000,23,503.45787095725126,0.8340207940113,0.6504720160166613
48.21210796318146,11.506915193235018,4.5260652844970055,12000,12,489.93446801561765,2.607628137606948,2.3698941796965878
48.18281829924875,11.418948884745339,0.7036624124174815,12000,1,483.65150009600194,1.6179243020440364,0.3127314613103208
48.14464458818138,11.575171569725223,1.408188236889933,40000,22,466.32861630215564,-0.5332288127969296,0.47784815207644815
48.18942122921335,11.42674638697653,3.8842111751263744,24000,15,462.1930731670013,-3.0866938827527832,1.042002270320052
48.13412662253383,11.442730393088778,3.6922006863945014,40000,11,511.28376649252607,-4.748399794310813,0.9416293406414776
48.23911844824946,11.506045490044361,1.8017226217601512,40000,7,459.95485491440786,1.5185390032947552,0.9756023870801653
48.161053597792005,11.545177670040466,0.7791119390875241,40000,3,480.47009262041934,-0.2229513203196678,0.2692150979707058
48.209502674122476,11.517676748127897,4.361351325012247,12000,13,512.1936882201554,4.655247575493682,2.998079281910012
48.16740532913073,11.44410544343203,1.9116393713145616,12000,8,460.33984154805756,-4.01683134163306,0.5824064991441852
48.19240816254134,11.400179178080224,1.3807103671771934,12000,10,458.9282352949229,-4.273768009000355,0.31690704972207545
48.19560523352119,11.543858610258413,2.822278200624397,40000,15,498.47563504397186,-3.1872152213464156,0.807893209420454
48.15218253466306,11.587189391923108,4.596022396771013,24000,5,473.21027137684024,-1.231661231122898,1.4034725388649263
48.24635015533175,11.553883492858157,0.6959596002951891,24000,11,480.49942517577165,-3.2482532684703136,0.18445360716976958
48.223015938803336,11.487439257449758,3.9461183961389947,40000,18,493.791542537033,-0.3615391229736655,1.6288362026965713
48.242739872987705,11.57171577966583,3.0761295257241903,40000,15,476.5283079090631,-1.602920743175693,0.9780294974938963
48.23737928205132,11.477871057892486,2.414521024483176,24000,12,505.9889005549529,4.9949298189158,1.7616209831666594
48.20174799745733,11.499737476006258,3.84836199847277,12000,3,517.828926702181,4.66703156200197,2.649068182229434
48.240624908202776,11.49065465580518,4.846209909987345,40000,11,515.3142558776877,-1.3518411063183833,1.5651473531722027
48.140619100246234,11.48504853580645,1.5314279502321095,24000,3,488.1816403387976,2.9209945492327103,0.8632346391902452
48.1535179434903,11.547286246165841,1.1464131428245383,24000,16,474.83715684766304,-2.5835233627939393,0.39932955437179096
48.13542727466927,11.500086092381203,4.607967853502137,24000,13,480.3612615224876,-4.422533596680223,1.113051538764992
48.16903963969159,11.460176253184791,3.5102888485578667,12000,16,473.1109518339788,-4.595119533146004,1.0288572695949216
